sample,event,trap,sample_number,date_begin,date_end,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],sample_1998_2000,trap_2008_2011
CCT3-150210,Uganda2014,CCT3,150210,27.01.2015,10.02.2015,GX.1998,GX.1986,GX.1959,,CCT3/150210,CCT3
CCT3-150224,Uganda2014,CCT3,150224,10.02.2015,24.02.2015,GX.1998,GX.1986,GX.1959,,CCT3/150224,CCT3
CCT3-150310,Uganda2014,CCT3,150310,24.02.2015,10.03.2015,GX.1998,GX.1986,GX.1959,,CCT3/150310,CCT3
CCT3-150324,Uganda2014,CCT3,150324,10.03.2015,24.03.2015,GX.1998,GX.1986,GX.1959,,CCT3/150324,CCT3
CCT3-150407,Uganda2014,CCT3,150407,24.03.2015,07.04.2015,GX.1998,GX.1986,GX.1959,,CCT3/150407,CCT3
CCT3-150421,Uganda2014,CCT3,150421,07.04.2015,21.04.2015,GX.1998,GX.1986,GX.1959,,CCT3/150421,CCT3
CCT3-150505,Uganda2014,CCT3,150505,21.04.2015,05.05.2015,GX.1998,GX.1986,GX.1959,,CCT3/150505,CCT3
CCT3-150519,Uganda2014,CCT3,150519,05.05.2015,19.05.2015,GX.1998,GX.1986,GX.1959,,CCT3/150519,CCT3
CCT3-150602,Uganda2014,CCT3,150602,19.05.2015,02.06.2015,GX.1998,GX.1986,GX.1959,,CCT3/150602,CCT3
CCT3-150617,Uganda2014,CCT3,150617,02.06.2015,17.06.2015,GX.1998,GX.1986,GX.1959,,CCT3/150617,CCT3
CCT3-150630,Uganda2014,CCT3,150630,17.06.2015,30.06.2015,GX.1998,GX.1986,GX.1959,,CCT3/150630,CCT3
CCT3-150714,Uganda2014,CCT3,150714,30.06.2015,14.07.2015,GX.1998,GX.1986,GX.1959,,CCT3/150714,CCT3
CCT3-150728,Uganda2014,CCT3,150728,14.07.2015,28.07.2015,GX.1998,GX.1986,GX.1959,,CCT3/150728,CCT3
CCT3-150811,Uganda2014,CCT3,150811,28.07.2015,11.08.2015,GX.1998,GX.1986,GX.1959,,CCT3/150811,CCT3
CCT3-150825,Uganda2014,CCT3,150825,11.08.2015,25.08.2015,GX.1998,GX.1986,GX.1959,,CCT3/150825,CCT3
CCT3-150911,Uganda2014,CCT3,150911,25.08.2015,11.09.2015,GX.1998,GX.1986,GX.1959,,CCT3/150911,CCT3
CCT4-141104,Uganda2014,CCT4,141104,22.10.2014,04.11.2014,GX.1998,GX.1986,GX.1958,,CCT4/141104,CCT4
CCT4-141118,Uganda2014,CCT4,141118,04.11.2014,18.11.2014,GX.1998,GX.1986,GX.1958,,CCT4/141118,CCT4
CCT4-141202,Uganda2014,CCT4,141202,18.11.2014,02.12.2014,GX.1998,GX.1986,GX.1958,,CCT4/141202,CCT4
CCT4-141215,Uganda2014,CCT4,141215,02.12.2014,15.12.2014,GX.1998,GX.1986,GX.1958,,CCT4/141215,CCT4
CCT4-141229,Uganda2014,CCT4,141229,15.12.2014,29.12.2014,GX.1998,GX.1986,GX.1958,,CCT4/141229,CCT4
CCT4-150113,Uganda2014,CCT4,150113,29.12.2014,13.01.2015,GX.1998,GX.1986,GX.1958,,CCT4/150113,CCT4
CCT4-150127,Uganda2014,CCT4,150127,13.01.2015,27.01.2015,GX.1998,GX.1986,GX.1958,,CCT4/150127,CCT4
CCT4-150210,Uganda2014,CCT4,150210,27.01.2015,10.02.2015,GX.1998,GX.1986,GX.1958,,CCT4/150210,CCT4
CCT4-150224,Uganda2014,CCT4,150224,10.02.2015,24.02.2015,GX.1998,GX.1986,GX.1958,,CCT4/150224,CCT4
CCT4-150310,Uganda2014,CCT4,150310,24.02.2015,10.03.2015,GX.1998,GX.1986,GX.1958,,CCT4/150310,CCT4
CCT4-150324,Uganda2014,CCT4,150324,10.03.2015,24.03.2015,GX.1998,GX.1986,GX.1958,,CCT4/150324,CCT4
CCT4-150407,Uganda2014,CCT4,150407,24.03.2015,07.04.2015,GX.1998,GX.1986,GX.1958,,CCT4/150407,CCT4
CCT4-150421,Uganda2014,CCT4,150421,07.04.2015,21.04.2015,GX.1998,GX.1986,GX.1958,,CCT4/150421,CCT4
CCT4-150505,Uganda2014,CCT4,150505,21.04.2015,05.05.2015,GX.1998,GX.1986,GX.1958,,CCT4/150505,CCT4
CCT4-150519,Uganda2014,CCT4,150519,05.05.2015,19.05.2015,GX.1998,GX.1986,GX.1958,,CCT4/150519,CCT4
CCT4-150602,Uganda2014,CCT4,150602,19.05.2015,02.06.2015,GX.1998,GX.1986,GX.1958,,CCT4/150602,CCT4
CCT4-150617,Uganda2014,CCT4,150617,02.06.2015,17.06.2015,GX.1998,GX.1986,GX.1958,,CCT4/150617,CCT4
CCT4-150630,Uganda2014,CCT4,150630,17.06.2015,30.06.2015,GX.1998,GX.1986,GX.1958,,CCT4/150630,CCT4
CCT4-150714,Uganda2014,CCT4,150714,30.06.2015,14.07.2015,GX.1998,GX.1986,GX.1958,,CCT4/150714,CCT4
CCT4-150728,Uganda2014,CCT4,150728,14.07.2015,28.07.2015,GX.1998,GX.1986,GX.1958,,CCT4/150728,CCT4
CCT4-150811,Uganda2014,CCT4,150811,28.07.2015,11.08.2015,GX.1998,GX.1986,GX.1958,,CCT4/150811,CCT4
CCT4-150825,Uganda2014,CCT4,150825,11.08.2015,25.08.2015,GX.1998,GX.1986,GX.1958,,CCT4/150825,CCT4
CCT4-150911,Uganda2014,CCT4,150911,25.08.2015,11.09.2015,GX.1998,GX.1986,GX.1958,,CCT4/150911,CCT4
FARMT1-140925,Uganda2014,FARMT1,140925,11.09.2014,25.09.2014,GX.1998,GX.1995,GX.1981,,FARMT1/140925,FARMT1
FARMT1-141009,Uganda2014,FARMT1,141009,25.09.2014,09.10.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141009,FARMT1
FARMT1-141024,Uganda2014,FARMT1,141024,09.10.2014,24.10.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141024,FARMT1
FARMT1-141107,Uganda2014,FARMT1,141107,24.10.2014,07.11.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141107,FARMT1
FARMT1-141120,Uganda2014,FARMT1,141120,07.11.2014,20.11.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141120,FARMT1
FARMT1-141205,Uganda2014,FARMT1,141205,20.11.2014,05.12.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141205,FARMT1
FARMT1-141216,Uganda2014,FARMT1,141216,05.12.2014,16.12.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141216,FARMT1
FARMT1-141229,Uganda2014,FARMT1,141229,16.12.2014,29.12.2014,GX.1998,GX.1995,GX.1981,,FARMT1/141229,FARMT1
FARMT1-150115,Uganda2014,FARMT1,150115,29.12.2014,15.01.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150115,FARMT1
FARMT1-150129,Uganda2014,FARMT1,150129,15.01.2015,29.01.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150129,FARMT1
FARMT1-150212,Uganda2014,FARMT1,150212,29.01.2015,12.02.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150212,FARMT1
FARMT1-150227,Uganda2014,FARMT1,150227,12.02.2015,27.02.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150227,FARMT1
FARMT1-150314,Uganda2014,FARMT1,150314,27.02.2015,13.03.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150314,FARMT1
FARMT1-150327,Uganda2014,FARMT1,150327,13.03.2015,27.03.2015,GX.1998,GX.1995,GX.1981,GX.2010,FARMT1/150327,FARMT1
FARMT1-150410,Uganda2014,FARMT1,150410,27.03.2015,10.04.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150410,FARMT1
FARMT1-150424,Uganda2014,FARMT1,150424,10.04.2015,24.04.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150424,FARMT1
FARMT1-150508,Uganda2014,FARMT1,150508,24.04.2015,08.05.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150508,FARMT1
FARMT1-150522,Uganda2014,FARMT1,150522,08.05.2015,22.05.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150522,FARMT1
FARMT1-150605,Uganda2014,FARMT1,150605,22.05.2015,05.06.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150605,FARMT1
FARMT1-150619,Uganda2014,FARMT1,150619,05.06.2015,19.06.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150619,FARMT1
FARMT1-150703,Uganda2014,FARMT1,150703,19.06.2015,03.07.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150703,FARMT1
FARMT1-150717,Uganda2014,FARMT1,150717,03.07.2015,17.07.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150717,FARMT1
FARMT1-150731,Uganda2014,FARMT1,150731,17.07.2015,31.07.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150731,FARMT1
FARMT1-150813,Uganda2014,FARMT1,150813,31.07.2015,13.08.2015,GX.1998,GX.1995,GX.1981,,FARMT1/150813,FARMT1
FARMT1-150828,Uganda2014,FARMT1,150828,13.08.2015,28.08.2015,GX.1998,GX.1995,GX.1981,GX.2010,FARMT1/150828,FARMT1
FARMT2-140925,Uganda2014,FARMT2,140925,11.09.2014,25.09.2014,GX.1998,GX.1995,GX.1982,,FARMT2/140925,FARMT2
FARMT2-141009,Uganda2014,FARMT2,141009,25.09.2014,09.10.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141009,FARMT2
FARMT2-141024,Uganda2014,FARMT2,141024,09.10.2014,24.10.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141024,FARMT2
FARMT2-141107,Uganda2014,FARMT2,141107,24.10.2014,07.11.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141107,FARMT2
FARMT2-141120,Uganda2014,FARMT2,141120,07.11.2014,20.11.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141120,FARMT2
FARMT2-141205,Uganda2014,FARMT2,141205,20.11.2014,05.12.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141205,FARMT2
FARMT2-141216,Uganda2014,FARMT2,141216,05.12.2014,16.12.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141216,FARMT2
FARMT2-141229,Uganda2014,FARMT2,141229,16.12.2014,29.12.2014,GX.1998,GX.1995,GX.1982,,FARMT2/141229,FARMT2
FARMT2-150115,Uganda2014,FARMT2,150115,29.12.2014,15.01.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150115,FARMT2
FARMT2-150129,Uganda2014,FARMT2,150129,15.01.2015,29.01.2015,GX.1998,GX.1995,GX.1982,GX.2010,FARMT2/150129,FARMT2
FARMT2-150212,Uganda2014,FARMT2,150212,29.01.2015,12.02.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150212,FARMT2
FARMT2-150227,Uganda2014,FARMT2,150227,12.02.2015,27.02.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150227,FARMT2
FARMT2-150314,Uganda2014,FARMT2,150314,27.02.2015,13.03.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150314,FARMT2
FARMT2-150327,Uganda2014,FARMT2,150327,13.03.2015,27.03.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150327,FARMT2
FARMT2-150410,Uganda2014,FARMT2,150410,27.03.2015,10.04.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150410,FARMT2
FARMT2-150424,Uganda2014,FARMT2,150424,10.04.2015,24.04.2015,GX.1998,GX.1995,GX.1982,,FARMT2/150424,FARMT2
FARMT2-150508,Uganda2014,FARMT2,150508,24.04.2015,08.05.2015,GX.1998,GX.1995,GX.1982,GX.2010,FARMT2/150508,FARMT2
FARMT2-150522,Uganda2014,FARMT2,150522,08.05.2015,22.05.2015,GX.1998,GX.1995,GX.1982,GX.2010,FARMT2/150522,FARMT2
FARMT2-150605,Uganda2014,FARMT2,150605,22.05.2015,05.06.2015,GX.1998,GX.1995,GX.1982,GX.2010,FARMT2/150605,FARMT2
HILLT1-141023,Uganda2014,HILLT1,141023,14.10.2014,23.10.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141023,HILLT1
HILLT1-141106,Uganda2014,HILLT1,141106,23.10.2014,06.11.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141106,HILLT1
HILLT1-141121,Uganda2014,HILLT1,141121,06.11.2014,21.11.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141121,HILLT1
HILLT1-141204,Uganda2014,HILLT1,141204,21.11.2014,04.12.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141204,HILLT1
HILLT1-141215,Uganda2014,HILLT1,141215,04.12.2014,15.12.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141215,HILLT1
HILLT1-141229,Uganda2014,HILLT1,141229,15.12.2014,29.12.2014,GX.1998,GX.1987,GX.1960,,HILLT1/141229,HILLT1
HILLT1-150114,Uganda2014,HILLT1,150114,29.12.2014,14.01.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150114,HILLT1
HILLT1-150129,Uganda2014,HILLT1,150129,14.01.2015,29.01.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150129,HILLT1
HILLT1-150212,Uganda2014,HILLT1,150212,29.01.2015,12.02.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150212,HILLT1
HILLT1-150226,Uganda2014,HILLT1,150226,12.02.2015,26.02.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150226,HILLT1
HILLT1-150312,Uganda2014,HILLT1,150312,26.02.2015,12.03.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150312,HILLT1
HILLT1-150326,Uganda2014,HILLT1,150326,12.03.2015,26.03.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150326,HILLT1
HILLT1-150409,Uganda2014,HILLT1,150409,26.03.2015,09.04.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150409,HILLT1
HILLT1-150423,Uganda2014,HILLT1,150423,09.04.2015,23.04.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150423,HILLT1
HILLT1-150507,Uganda2014,HILLT1,150507,23.04.2015,07.05.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150507,HILLT1
HILLT1-150521,Uganda2014,HILLT1,150521,07.05.2015,21.05.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150521,HILLT1
HILLT1-150604,Uganda2014,HILLT1,150604,21.05.2015,04.06.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150604,HILLT1
HILLT1-150618,Uganda2014,HILLT1,150618,04.06.2015,18.06.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150618,HILLT1
HILLT1-150702,Uganda2014,HILLT1,150702,18.06.2015,02.07.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150702,HILLT1
HILLT1-150716,Uganda2014,HILLT1,150716,02.07.2015,16.07.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150716,HILLT1
HILLT1-150730,Uganda2014,HILLT1,150730,16.07.2015,30.07.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150730,HILLT1
HILLT1-150813,Uganda2014,HILLT1,150813,30.07.2015,13.08.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150813,HILLT1
HILLT1-150828,Uganda2014,HILLT1,150828,13.08.2015,28.08.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150828,HILLT1
HILLT1-150911,Uganda2014,HILLT1,150911,28.08.2015,11.09.2015,GX.1998,GX.1987,GX.1960,,HILLT1/150911,HILLT1
HILLT2-141023,Uganda2014,HILLT2,141023,14.10.2014,23.10.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141023,HILLT2
HILLT2-141106,Uganda2014,HILLT2,141106,23.10.2014,06.11.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141106,HILLT2
HILLT2-141121,Uganda2014,HILLT2,141121,06.11.2014,21.11.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141121,HILLT2
HILLT2-141204,Uganda2014,HILLT2,141204,21.11.2014,04.12.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141204,HILLT2
HILLT2-141215,Uganda2014,HILLT2,141215,04.12.2014,15.12.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141215,HILLT2
HILLT2-141229,Uganda2014,HILLT2,141229,15.12.2014,29.12.2014,GX.1998,GX.1987,GX.1961,,HILLT2/141229,HILLT2
HILLT2-150114,Uganda2014,HILLT2,150114,29.12.2014,14.01.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150114,HILLT2
HILLT2-150129,Uganda2014,HILLT2,150129,14.01.2015,29.01.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150129,HILLT2
HILLT2-150212,Uganda2014,HILLT2,150212,29.01.2015,12.02.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150212,HILLT2
HILLT2-150226,Uganda2014,HILLT2,150226,12.02.2015,26.02.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150226,HILLT2
HILLT2-150312,Uganda2014,HILLT2,150312,26.02.2015,12.03.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150312,HILLT2
HILLT2-150326,Uganda2014,HILLT2,150326,12.03.2015,26.03.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150326,HILLT2
HILLT2-150409,Uganda2014,HILLT2,150409,26.03.2015,09.04.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150409,HILLT2
HILLT2-150423,Uganda2014,HILLT2,150423,09.04.2015,23.04.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150423,HILLT2
HILLT2-150507,Uganda2014,HILLT2,150507,23.04.2015,07.05.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150507,HILLT2
HILLT2-150521,Uganda2014,HILLT2,150521,07.05.2015,21.05.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150521,HILLT2
HILLT2-150604,Uganda2014,HILLT2,150604,21.05.2015,04.06.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150604,HILLT2
HILLT2-150618,Uganda2014,HILLT2,150618,04.06.2015,18.06.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150618,HILLT2
HILLT2-150702,Uganda2014,HILLT2,150702,18.06.2015,02.07.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150702,HILLT2
HILLT2-150716,Uganda2014,HILLT2,150716,02.07.2015,16.07.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150716,HILLT2
HILLT2-150730,Uganda2014,HILLT2,150730,16.07.2015,30.07.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150730,HILLT2
HILLT2-150813,Uganda2014,HILLT2,150813,30.07.2015,13.08.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150813,HILLT2
HILLT2-150828,Uganda2014,HILLT2,150828,13.08.2015,28.08.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150828,HILLT2
HILLT2-150911,Uganda2014,HILLT2,150911,28.08.2015,11.09.2015,GX.1998,GX.1987,GX.1961,,HILLT2/150911,HILLT2
K13T1-141020,Uganda2014,K13T1,141020,15.10.2014,20.10.2014,GX.1998,GX.1990,GX.1970,,K13T1/141020,K13T1
K13T1-141103,Uganda2014,K13T1,141103,20.10.2014,03.11.2014,GX.1998,GX.1990,GX.1970,,K13T1/141103,K13T1
K13T1-141117,Uganda2014,K13T1,141117,03.11.2014,17.11.2014,GX.1998,GX.1990,GX.1970,,K13T1/141117,K13T1
K13T1-141203,Uganda2014,K13T1,141203,17.11.2014,03.12.2014,GX.1998,GX.1990,GX.1970,,K13T1/141203,K13T1
K13T1-141215,Uganda2014,K13T1,141215,03.12.2014,15.12.2014,GX.1998,GX.1990,GX.1970,,K13T1/141215,K13T1
K13T1-141228,Uganda2014,K13T1,141228,15.12.2014,28.12.2014,GX.1998,GX.1990,GX.1970,,K13T1/141228,K13T1
K13T1-150115,Uganda2014,K13T1,150115,28.12.2014,15.01.2015,GX.1998,GX.1990,GX.1970,,K13T1/150115,K13T1
K13T1-150126,Uganda2014,K13T1,150126,15.01.2015,26.01.2015,GX.1998,GX.1990,GX.1970,,K13T1/150126,K13T1
K13T1-150209,Uganda2014,K13T1,150209,26.01.2015,09.02.2015,GX.1998,GX.1990,GX.1970,,K13T1/150209,K13T1
K13T1-150222,Uganda2014,K13T1,150222,09.02.2015,22.02.2015,GX.1998,GX.1990,GX.1970,,K13T1/150222,K13T1
K13T1-150309,Uganda2014,K13T1,150309,22.02.2015,09.03.2015,GX.1998,GX.1990,GX.1970,,K13T1/150309,K13T1
K13T1-150323,Uganda2014,K13T1,150323,09.03.2015,23.03.2015,GX.1998,GX.1990,GX.1970,,K13T1/150323,K13T1
K13T1-150406,Uganda2014,K13T1,150406,23.03.2015,06.04.2015,GX.1998,GX.1990,GX.1970,,K13T1/150406,K13T1
K13T1-150420,Uganda2014,K13T1,150420,06.04.2015,20.04.2015,GX.1998,GX.1990,GX.1970,,K13T1/150420,K13T1
K13T1-150504,Uganda2014,K13T1,150504,20.04.2015,04.05.2015,GX.1998,GX.1990,GX.1970,,K13T1/150504,K13T1
K13T1-150520,Uganda2014,K13T1,150520,04.05.2015,20.05.2015,GX.1998,GX.1990,GX.1970,,K13T1/150520,K13T1
K13T1-150601,Uganda2014,K13T1,150601,20.05.2015,01.06.2015,GX.1998,GX.1990,GX.1970,,K13T1/150601,K13T1
K13T1-150615,Uganda2014,K13T1,150615,01.06.2015,15.06.2015,GX.1998,GX.1990,GX.1970,,K13T1/150615,K13T1
K13T1-150629,Uganda2014,K13T1,150629,15.06.2015,29.06.2015,GX.1998,GX.1990,GX.1970,,K13T1/150629,K13T1
K13T1-150713,Uganda2014,K13T1,150713,29.06.2015,13.07.2015,GX.1998,GX.1990,GX.1970,,K13T1/150713,K13T1
K13T1-150727,Uganda2014,K13T1,150727,13.07.2015,27.07.2015,GX.1998,GX.1990,GX.1970,,K13T1/150727,K13T1
K13T1-150810,Uganda2014,K13T1,150810,27.07.2015,10.08.2015,GX.1998,GX.1990,GX.1970,,K13T1/150810,K13T1
K13T1-150827,Uganda2014,K13T1,150827,10.08.2015,27.08.2015,GX.1998,GX.1990,GX.1970,,K13T1/150827,K13T1
K13T1-150907,Uganda2014,K13T1,150907,27.08.2015,07.09.2015,GX.1998,GX.1990,GX.1970,,K13T1/150907,K13T1
K13T2-141020,Uganda2014,K13T2,141020,15.10.2014,20.10.2014,GX.1998,GX.1990,GX.1971,,K13T2/141020,K13T2
K13T2-141103,Uganda2014,K13T2,141103,20.10.2014,03.11.2014,GX.1998,GX.1990,GX.1971,,K13T2/141103,K13T2
K13T2-141117,Uganda2014,K13T2,141117,03.11.2014,17.11.2014,GX.1998,GX.1990,GX.1971,,K13T2/141117,K13T2
K13T2-141203,Uganda2014,K13T2,141203,17.11.2014,03.12.2014,GX.1998,GX.1990,GX.1971,,K13T2/141203,K13T2
K13T2-141215,Uganda2014,K13T2,141215,03.12.2014,15.12.2014,GX.1998,GX.1990,GX.1971,,K13T2/141215,K13T2
K13T2-141228,Uganda2014,K13T2,141228,15.12.2014,28.12.2014,GX.1998,GX.1990,GX.1971,,K13T2/141228,K13T2
K13T2-150115,Uganda2014,K13T2,150115,28.12.2014,15.01.2015,GX.1998,GX.1990,GX.1971,,K13T2/150115,K13T2
K13T2-150126,Uganda2014,K13T2,150126,15.01.2015,26.01.2015,GX.1998,GX.1990,GX.1971,,K13T2/150126,K13T2
K13T2-150209,Uganda2014,K13T2,150209,26.01.2015,09.02.2015,GX.1998,GX.1990,GX.1971,,K13T2/150209,K13T2
K13T2-150222,Uganda2014,K13T2,150222,09.02.2015,22.02.2015,GX.1998,GX.1990,GX.1971,,K13T2/150222,K13T2
K13T2-150309,Uganda2014,K13T2,150309,22.02.2015,09.03.2015,GX.1998,GX.1990,GX.1971,,K13T2/150309,K13T2
K13T2-150323,Uganda2014,K13T2,150323,09.03.2015,23.03.2015,GX.1998,GX.1990,GX.1971,,K13T2/150323,K13T2
K13T2-150406,Uganda2014,K13T2,150406,23.03.2015,06.04.2015,GX.1998,GX.1990,GX.1971,,K13T2/150406,K13T2
K13T2-150420,Uganda2014,K13T2,150420,06.04.2015,20.04.2015,GX.1998,GX.1990,GX.1971,,K13T2/150420,K13T2
K13T2-150504,Uganda2014,K13T2,150504,20.04.2015,04.05.2015,GX.1998,GX.1990,GX.1971,,K13T2/150504,K13T2
K13T2-150520,Uganda2014,K13T2,150520,04.05.2015,20.05.2015,GX.1998,GX.1990,GX.1971,,K13T2/150520,K13T2
K13T2-150601,Uganda2014,K13T2,150601,20.05.2015,01.06.2015,GX.1998,GX.1990,GX.1971,,K13T2/150601,K13T2
K13T2-150615,Uganda2014,K13T2,150615,01.06.2015,15.06.2015,GX.1998,GX.1990,GX.1971,,K13T2/150615,K13T2
K13T2-150629,Uganda2014,K13T2,150629,15.06.2015,29.06.2015,GX.1998,GX.1990,GX.1971,,K13T2/150629,K13T2
K13T2-150713,Uganda2014,K13T2,150713,29.06.2015,13.07.2015,GX.1998,GX.1990,GX.1971,,K13T2/150713,K13T2
K13T2-150727,Uganda2014,K13T2,150727,13.07.2015,27.07.2015,GX.1998,GX.1990,GX.1971,,K13T2/150727,K13T2
K13T2-150810,Uganda2014,K13T2,150810,27.07.2015,10.08.2015,GX.1998,GX.1990,GX.1971,,K13T2/150810,K13T2
K13T2-150827,Uganda2014,K13T2,150827,10.08.2015,27.08.2015,GX.1998,GX.1990,GX.1971,,K13T2/150827,K13T2
K13T2-150907,Uganda2014,K13T2,150907,27.08.2015,07.09.2015,GX.1998,GX.1990,GX.1971,,K13T2/150907,K13T2
K13T3-141020,Uganda2014,K13T3,141020,15.10.2014,20.10.2014,GX.1998,GX.1990,GX.1972,,K13T3/141020,K13T3
K13T3-141103,Uganda2014,K13T3,141103,20.10.2014,03.11.2014,GX.1998,GX.1990,GX.1972,,K13T3/141103,K13T3
K13T3-141117,Uganda2014,K13T3,141117,03.11.2014,17.11.2014,GX.1998,GX.1990,GX.1972,,K13T3/141117,K13T3
K13T3-141203,Uganda2014,K13T3,141203,17.11.2014,03.12.2014,GX.1998,GX.1990,GX.1972,,K13T3/141203,K13T3
K13T3-141215,Uganda2014,K13T3,141215,03.12.2014,15.12.2014,GX.1998,GX.1990,GX.1972,,K13T3/141215,K13T3
K13T3-141228,Uganda2014,K13T3,141228,15.12.2014,28.12.2014,GX.1998,GX.1990,GX.1972,,K13T3/141228,K13T3
K13T3-150112,Uganda2014,K13T3,150112,28.12.2014,12.01.2015,GX.1998,GX.1990,GX.1972,,K13T3/150112,K13T3
K13T3-150126,Uganda2014,K13T3,150126,12.01.2015,26.01.2015,GX.1998,GX.1990,GX.1972,,K13T3/150126,K13T3
K13T3-150209,Uganda2014,K13T3,150209,26.01.2015,09.02.2015,GX.1998,GX.1990,GX.1972,,K13T3/150209,K13T3
K13T3-150222,Uganda2014,K13T3,150222,09.02.2015,22.02.2015,GX.1998,GX.1990,GX.1972,,K13T3/150222,K13T3
K13T3-150309,Uganda2014,K13T3,150309,22.02.2015,09.03.2015,GX.1998,GX.1990,GX.1972,,K13T3/150309,K13T3
K13T3-150323,Uganda2014,K13T3,150323,09.03.2015,23.03.2015,GX.1998,GX.1990,GX.1972,,K13T3/150323,K13T3
K13T3-150406,Uganda2014,K13T3,150406,23.03.2015,06.04.2015,GX.1998,GX.1990,GX.1972,,K13T3/150406,K13T3
K13T3-150420,Uganda2014,K13T3,150420,06.04.2015,20.04.2015,GX.1998,GX.1990,GX.1972,,K13T3/150420,K13T3
K13T3-150504,Uganda2014,K13T3,150504,20.04.2015,04.05.2015,GX.1998,GX.1990,GX.1972,,K13T3/150504,K13T3
K13T3-150518,Uganda2014,K13T3,150518,04.05.2015,20.05.2015,GX.1998,GX.1990,GX.1972,,K13T3/150518,K13T3
